dataset,Paths_to_Internet,description,universe,usProp,usPropSE,usCount,usCountSE,age314Prop,age314PropSE,age314Count,age314CountSE,age1524Prop,age1524PropSE,age1524Count,age1524CountSE,age2544Prop,age2544PropSE,age2544Count,age2544CountSE,age4564Prop,age4564PropSE,age4564Count,age4564CountSE,age65pProp,age65pPropSE,age65pCount,age65pCountSE,workEmployedProp,workEmployedPropSE,workEmployedCount,workEmployedCountSE,workUnemployedProp,workUnemployedPropSE,workUnemployedCount,workUnemployedCountSE,workNILFProp,workNILFPropSE,workNILFCount,workNILFCountSE,incomeU25Prop,incomeU25PropSE,incomeU25Count,incomeU25CountSE,income2549Prop,income2549PropSE,income2549Count,income2549CountSE,income5074Prop,income5074PropSE,income5074Count,income5074CountSE,income7599Prop,income7599PropSE,income7599Count,income7599CountSE,income100pProp,income100pPropSE,income100pCount,income100pCountSE,edNoDiplomaProp,edNoDiplomaPropSE,edNoDiplomaCount,edNoDiplomaCountSE,edHSGradProp,edHSGradPropSE,edHSGradCount,edHSGradCountSE,edSomeCollegeProp,edSomeCollegePropSE,edSomeCollegeCount,edSomeCollegeCountSE,edCollegeGradProp,edCollegeGradPropSE,edCollegeGradCount,edCollegeGradCountSE,sexMaleProp,sexMalePropSE,sexMaleCount,sexMaleCountSE,sexFemaleProp,sexFemalePropSE,sexFemaleCount,sexFemaleCountSE,raceWhiteProp,raceWhitePropSE,raceWhiteCount,raceWhiteCountSE,raceBlackProp,raceBlackPropSE,raceBlackCount,raceBlackCountSE,raceHispanicProp,raceHispanicPropSE,raceHispanicCount,raceHispanicCountSE,raceAsianProp,raceAsianPropSE,raceAsianCount,raceAsianCountSE,raceAmIndianProp,raceAmIndianPropSE,raceAmIndianCount,raceAmIndianCountSE,raceOtherProp,raceOtherPropSE,raceOtherCount,raceOtherCountSE,disabilityNoProp,disabilityNoPropSE,disabilityNoCount,disabilityNoCountSE,disabilityYesProp,disabilityYesPropSE,disabilityYesCount,disabilityYesCountSE,metroNoProp,metroNoPropSE,metroNoCount,metroNoCountSE,metroYesProp,metroYesPropSE,metroYesCount,metroYesCountSE,metroUnknownProp,metroUnknownPropSE,metroUnknownCount,metroUnknownCountSE,scChldHomeNoProp,scChldHomeNoPropSE,scChldHomeNoCount,scChldHomeNoCountSE,scChldHomeYesProp,scChldHomeYesPropSE,scChldHomeYesCount,scChldHomeYesCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE
7/1/13 0:00,computerAtHome,"Anyone in Household Uses a Desktop, Laptop, or Tablet at Home",isHouseholder,0.720273,0.002774,88501287,393810,,,,,0.698726,0.013327,4393260,126752,0.797031,0.004208,32976221,248068,0.755244,0.004293,35470384,230347,0.554484,0.005627,15661422,178187,0.809509,0.003055,59937531,331784,0.678819,0.01391,3409442,123294,0.570266,0.005335,24725731,309605,0.472542,0.005769,15804818,259929,0.675998,0.005568,21582259,294117,0.839788,0.005211,18564812,231728,0.897627,0.004767,12055919,184929,0.933153,0.003479,20493479,262603,0.376887,0.009047,5128184,149207,0.595697,0.005105,20747634,278474,0.783101,0.0048,27580089,319706,0.89363,0.002742,35045380,318611,75%,0.003667,46000298,336056,69%,0.004012,42500989,355217,0.763846,0.003094,64096145,296273,0.575166,0.008924,8714238,140796,0.593269,0.008772,9288900,151622,0.832721,0.01067,4606146,89837,0.512339,0.032337,432034,47444,0.767589,0.017548,1363824,64508,0.75586,0.002882,79597382,382135,0.495178,0.007028,8475322,182466,0.624954,0.007316,12012031,437332,0.738275,0.003144,75890606,619874,0.698792,0.027748,598650,123719,0.696424,0.003361,64364348,407217,0.792658,0.004898,24136938,276211,0.589831,0.034677,1191244,61867,0.802806,0.02372,224115,8738,0.678278,0.022599,1720649,70180,0.566754,0.018769,684383,28913,0.750079,0.009267,10168521,172025,0.820382,0.012833,1667380,43201,0.787021,0.015103,1123573,28278,0.724881,0.020099,261461,9152,0.766641,0.018321,248382,8440,0.717729,0.012085,5719718,119254,0.695892,0.018566,2723332,82948,0.695211,0.020848,325166,13299,0.747957,0.026796,442395,15950,0.738669,0.014021,3792095,87893,0.692248,0.020273,1810221,62959,0.764154,0.019973,944275,22977,0.742295,0.028562,864849,26303,0.635765,0.019573,1172452,33131,0.610478,0.02713,1118814,45620,0.762639,0.015456,434136,10800,0.767827,0.015137,1725324,43092,0.803319,0.018061,2079001,56747,0.720087,0.014456,2784688,73063,0.817868,0.013621,1761289,40579,0.628217,0.023005,692560,24337,0.702072,0.020744,1706311,57316,0.715683,0.034433,303572,13080,0.726166,0.018551,556159,20573,0.680036,0.02451,761812,27460,0.783884,0.015952,425624,11233
7/1/13 0:00,noInternetAtHome,No One in Household Uses Internet at Home,isHouseholder,0.258483,0.002645,31760286,352413,,,,,0.251595,0.01234,1581910,85581,0.17199,0.003888,7115901,169170,0.224724,0.004051,10554281,209201,0.442846,0.005324,12508193,176656,0.164901,0.002748,12209574,222785,0.283776,0.013706,1425296,81826,0.417129,0.005077,18085970,275730,0.510934,0.005795,17088867,303344,0.299601,0.004869,9565221,202729,0.134708,0.004731,2977918,114650,0.080681,0.004113,1083613,57688,0.047568,0.003173,1044667,70883,0.60026,0.008484,8167558,189676,0.378767,0.004881,13192143,226363,0.194751,0.004362,6858935,167180,0.090309,0.002767,3541650,113817,23%,0.003718,14261724,256007,29%,0.003704,17498561,252500,0.219248,0.00266,18397608,240622,0.384177,0.008628,5820587,154024,0.378983,0.008626,5933794,163949,0.145508,0.009315,804868,54040,0.478395,0.02929,403410,40848,0.225138,0.019094,400017,38615,0.219503,0.002827,23115220,320080,0.502791,0.007462,8605620,192073,0.35905,0.006891,6901181,266743,0.239477,0.002946,24616879,365227,0.282746,0.028432,242226,42890,0.285276,0.003084,26365557,330290,0.177163,0.004268,5394729,137187,0.383913,0.026209,775365,63241,0.171111,0.024592,47768,7065,0.3129,0.025472,793762,66593,0.398839,0.026153,481618,33543,0.217914,0.008835,2954172,126826,0.169487,0.011891,344473,24395,0.203152,0.014787,290026,23112,0.243482,0.018238,87823,7082,0.222597,0.017926,72119,6030,0.261465,0.012066,2083662,101980,0.286046,0.017497,1119425,77556,0.244299,0.018983,114264,10089,0.213446,0.024218,126247,16845,0.23809,0.014022,1222281,78073,0.291688,0.018595,762760,53904,0.245619,0.019578,303514,26580,0.261301,0.025517,304442,35254,0.303442,0.023458,559595,49903,0.329695,0.022848,604226,49540,0.219947,0.015248,125206,9137,0.220002,0.013885,494349,32500,0.186219,0.017649,481937,49594,0.275769,0.015382,1066442,62489,0.166008,0.014214,357500,31543,0.319869,0.020283,352631,26336,0.281335,0.0176,683754,46200,0.282537,0.027423,119844,13101,0.252212,0.017174,193165,13233,0.28444,0.021683,318645,28039,0.175745,0.014753,95424,8262
7/1/13 0:00,isAdult,Person Ages 15+,isPerson,0.834996,0.000179,249844095,30499,0,0,0,0,1,0,42949583,30498,1,0,81176303,3,1,0,82296191,1,1,0,43422018,4,1,0,146033520,504279,1,0,12427879,268131,1,0,91382696,481612,0.823147,0.003155,55989567,781071,0.841153,0.002581,62599474,744161,0.841447,0.002999,47778087,562622,0.843304,0.004179,30364726,463913,0.830033,0.002958,53112241,667662,1,0,39330174,419305,1,0,72678944,611070,1,0,68586656,506502,1,0,69248321,549197,83%,0.00025,120677540,21916,84%,0.000258,129166555,23160,0.863894,0.000202,163107137,79963,0.809196,0.001384,29064945,131210,0.762742,0.000656,38460959,21579,0.851615,0.003169,13278229,104943,0.763236,0.01672,1767454,153838,0.676117,0.0079,4165372,144817,1,0,221794221,379697,1,0,28049875,377658,0.840821,0.003531,37859418,1271797,0.834181,0.000699,210268372,1303955,0.808243,0.015997,1716306,297026,0.967242,0.00077,169924626,689431,0.646931,0.001874,79919469,690892,0.839921,0.005787,3837817,18976,0.806171,0.004828,551289,2454,0.820213,0.004659,5147722,21047,0.826706,0.004641,2306402,9450,0.829679,0.001761,30189679,43190,0.829994,0.003773,4110889,11927,0.852007,0.004431,2913152,9891,0.836855,0.005075,736742,2666,0.879382,0.00519,537929,1479,0.857499,0.002648,15893067,31375,0.82303,0.004604,7742866,31967,0.843775,0.005191,1086840,2842,0.824773,0.005971,1233276,5971,0.83693,0.003668,10184621,24641,0.83067,0.005158,5163290,22484,0.835135,0.00371,2445739,5299,0.833739,0.005762,2242279,9628,0.836756,0.005449,3462260,13946,0.822608,0.006308,3587670,15131,0.858718,0.004007,1093730,2571,0.839294,0.003736,4715998,13183,0.850967,0.004559,5485868,24729,0.84025,0.003775,7922625,18869,0.834888,0.003681,4295973,11737,0.838254,0.010059,2365779,19035,0.836253,0.005512,4731786,10174,0.840586,0.005921,814390,4036,0.823916,0.005216,1452318,5674,0.842642,0.005415,2210096,8763,0.85796,0.003665,1084260,2724
7/1/13 0:00,desktopUser,Uses a Desktop Computer,isPerson,0.398251,0.002749,119163072,822498,0.320647,0.005582,15830878,274465,0.4048,0.00627,17385980,268474,0.419745,0.004438,34073314,360257,0.449268,0.004452,36973007,366390,0.343141,0.004291,14899893,186304,0.447443,0.003524,65341641,567761,0.405906,0.010958,5044556,177965,0.360528,0.003537,32945997,349159,0.267556,0.005384,18198898,450005,0.359171,0.004802,26729837,504983,0.440197,0.006208,24994770,462306,0.472896,0.008105,17027502,401314,0.503407,0.006525,32212065,575927,0.276919,0.005509,10891272,212089,0.33733,0.004101,24516768,373934,0.463368,0.004222,31780839,368170,0.521938,0.004836,36143314,453988,40%,0.003169,58937239,461871,39%,0.003173,60225832,485815,0.427108,0.003054,80640064,583785,0.349702,0.008261,12560703,295710,0.323923,0.006429,16333680,323920,0.430517,0.011842,6712541,191300,0.329458,0.029008,762938,99527,0.349496,0.017566,2153147,125962,0.429094,0.003112,95170505,697877,0.290971,0.005071,8161688,191492,0.343313,0.006472,15458233,586451,0.408198,0.002994,102892743,1001711,0.382433,0.045247,812096,140563,0.386761,0.003117,67945990,607359,0.414592,0.004562,51217082,623463,0.323234,0.018262,1476937,83493,0.454725,0.023621,310957,16538,0.354276,0.02104,2223468,131507,0.318007,0.023273,887199,64940,0.412897,0.008929,15024158,325529,0.451131,0.015138,2234410,73440,0.439661,0.016648,1503271,56520,0.329458,0.016078,290045,13944,0.323952,0.017912,198166,10747,0.400265,0.012756,7418594,235231,0.363232,0.017455,3417204,166395,0.397135,0.021701,511537,27891,0.459817,0.020799,687560,31879,0.434706,0.014756,5289944,179978,0.383522,0.019837,2383900,125590,0.397886,0.015753,1165232,45918,0.413991,0.023341,1113398,64546,0.359147,0.015792,1486048,65264,0.302864,0.026206,1320893,114043,0.38371,0.016831,488723,21668,0.414647,0.016403,2329902,93017,0.421151,0.020651,2715004,135046,0.393763,0.015762,3712744,149752,0.456434,0.017054,2348612,88240,0.367432,0.026316,1036993,70719,0.379638,0.021405,2148114,127941,0.394997,0.019814,382688,19510,0.410997,0.019541,724466,35734,0.407089,0.017185,1067719,45015,0.452343,0.017798,571656,22752
7/1/13 0:00,laptopUser,Uses a Laptop Computer,isPerson,0.467636,0.0025,139924124,747541,0.346071,0.005537,17086130,275500,0.590315,0.005622,25353783,240061,0.579046,0.004144,47004799,336395,0.471247,0.003748,38781863,308407,0.269392,0.004757,11697549,206544,0.572349,0.003132,83582208,559013,0.49377,0.010422,6136513,187809,0.362424,0.003845,33119273,394079,0.288097,0.005241,19596071,455759,0.388646,0.005193,28923426,486489,0.508442,0.00593,28869771,490179,0.575099,0.007293,20707486,452639,0.653674,0.005225,41827370,603574,0.293918,0.005352,11559852,208860,0.348393,0.004152,25320818,370812,0.567902,0.004883,38950526,467559,0.678815,0.003979,47006799,424652,47%,0.002863,68017910,415692,47%,0.003097,71906215,476370,0.506742,0.002932,95675327,557593,0.380195,0.008064,13655963,289916,0.362773,0.006832,18292684,345800,0.53878,0.01135,8400564,176223,0.359993,0.026057,833649,105526,0.497658,0.015323,3065937,143775,0.519783,0.002728,115284889,630978,0.269274,0.00581,7553105,188078,0.409367,0.006517,18432470,712885,0.478633,0.002751,120646967,1083175,0.397781,0.032361,844688,197208,0.46291,0.003056,81323860,639595,0.474357,0.004444,58600264,638794,0.41311,0.034425,1887605,162256,0.564778,0.023043,386216,15924,0.431808,0.024647,2710065,154615,0.374667,0.023635,1045271,67535,0.467558,0.009023,17013135,329502,0.572707,0.015753,2836570,81618,0.522919,0.018829,1787946,65128,0.43024,0.01953,378770,16723,0.585358,0.019123,358071,11623,0.452087,0.011323,8379081,211019,0.466185,0.017303,4385754,164496,0.433899,0.021314,558892,27822,0.522851,0.026712,781814,40613,0.464025,0.01302,5646731,159361,0.486694,0.017596,3025198,109132,0.516466,0.022348,1512499,64107,0.492158,0.025361,1323623,70406,0.423787,0.023932,1753513,101693,0.429241,0.018476,1872067,77639,0.534568,0.017977,680867,22988,0.532865,0.014547,2994171,84622,0.53513,0.019447,3449785,125384,0.466171,0.015338,4395477,148082,0.573251,0.01436,2949702,73741,0.41473,0.021346,1170478,57786,0.513099,0.019859,2903277,120342,0.421427,0.022928,408293,22469,0.466983,0.017576,823152,29830,0.418569,0.017934,1097829,47966,0.514569,0.01902,650294,24086
7/1/13 0:00,mobilePhoneUser,Uses a Mobile Phone,isPerson,0.451257,0.002457,135023264,735162,0.235311,0.005034,11617696,250779,0.640456,0.005942,27507319,256606,0.661039,0.004019,53660718,326207,0.423483,0.003892,34851059,320324,0.170109,0.00403,7386472,174980,0.596255,0.002984,87073216,526825,0.529274,0.010774,6577757,210035,0.325604,0.003688,29754595,379641,0.304816,0.004724,20733257,447721,0.380363,0.004823,28307006,475916,0.476314,0.005048,27045545,433996,0.544461,0.006249,19604324,372365,0.614694,0.004715,39333132,552945,0.336663,0.005675,13241015,239894,0.371307,0.004224,26986169,386690,0.566744,0.004361,38871069,405670,0.639832,0.004433,44307316,449706,45%,0.002914,65562562,423265,45%,0.00291,69460702,447661,0.461634,0.00271,87158718,516106,0.426079,0.007499,15304007,271852,0.406415,0.006347,20493294,320835,0.528534,0.01061,8240804,170656,0.367205,0.020076,850350,98438,0.483075,0.015232,2976092,143349,0.527536,0.002965,117004484,671459,0.228204,0.005485,6401084,178237,0.353242,0.006745,15905325,678472,0.469444,0.002725,118330766,1040185,0.370696,0.029039,787174,176237,0.442251,0.003135,77694553,687770,0.464064,0.003974,57328711,616502,0.434572,0.029,1985674,136195,0.466277,0.023883,318857,16194,0.390243,0.021003,2449197,132426,0.413142,0.020693,1152613,59399,0.476269,0.008742,17330083,319619,0.519982,0.018366,2575426,93811,0.515999,0.015079,1764284,51845,0.388717,0.01824,342215,15765,0.568988,0.017157,348057,10320,0.444937,0.011798,8246566,218308,0.485154,0.015486,4564209,142722,0.427918,0.01949,551188,24646,0.413939,0.021226,618960,31492,0.438853,0.013742,5340413,166451,0.444619,0.01618,2763666,97612,0.470192,0.018624,1376983,55053,0.479656,0.019872,1289998,55587,0.423848,0.02707,1753762,114382,0.487251,0.020039,2125068,82544,0.362253,0.01589,461394,20335,0.500649,0.013675,2813150,78500,0.460943,0.017412,2971526,111737,0.434154,0.01349,4093594,130771,0.498349,0.014554,2564290,75543,0.476544,0.019599,1344936,53211,0.480062,0.017465,2716342,97790,0.32799,0.018741,317768,18458,0.409545,0.017067,721906,29940,0.431553,0.015335,1131884,40224,0.436725,0.016866,551918,21509
7/1/13 0:00,tvBoxUser,Uses a Smart TV or Connected Device,isPerson,0.183007,0.001942,54758658,580978,0.243749,0.004863,12034299,241535,0.308193,0.005479,13236776,235579,0.23694,0.003458,19233912,280681,0.105179,0.002582,8655812,212511,0.036798,0.002072,1597859,89991,0.199907,0.00241,29193116,363259,0.217292,0.008186,2700479,123023,0.118521,0.002184,10830763,209736,0.117499,0.00359,7992135,281084,0.154336,0.003875,11485816,316194,0.191613,0.004682,10879954,274666,0.224034,0.00698,8066741,278595,0.255266,0.004867,16334012,382772,0.15696,0.003735,6173274,153182,0.127301,0.002835,9252069,217375,0.191083,0.003624,13105753,256189,0.204962,0.00324,14193263,250869,21%,0.002428,31338014,353545,15%,0.002311,23420644,354695,0.187679,0.0023,35434706,435589,0.157236,0.005248,5647642,187684,0.173588,0.005737,8753082,289424,0.184557,0.009022,2877573,139342,0.177176,0.025081,410294,83933,0.265449,0.016187,1635361,120716,0.182644,0.002071,40509400,451128,0.078965,0.003547,2214959,104997,0.140026,0.004568,6304930,299664,0.190876,0.002148,48113238,618752,0.160344,0.018747,340490,77357,0.142416,0.002196,25019570,390683,0.240732,0.00376,29739088,491259,0.153073,0.014873,699428,68377,0.228739,0.020447,156420,13834,0.149739,0.020223,939773,128012,0.11464,0.017726,319831,49917,0.192665,0.007146,7010533,260071,0.245787,0.01281,1217363,63856,0.203875,0.014839,697082,51107,0.184912,0.016286,162791,14284,0.236301,0.015288,144548,9339,0.142497,0.008556,2641076,159424,0.160986,0.013829,1514516,131338,0.171627,0.016953,221067,21967,0.330422,0.024548,494078,38041,0.171677,0.011666,2089137,141169,0.19568,0.013119,1216312,81897,0.217725,0.016538,637619,48154,0.229851,0.021715,618167,59523,0.174499,0.019886,722029,83291,0.139674,0.015361,609166,66294,0.21915,0.015446,279127,19648,0.194686,0.011327,1093939,63972,0.179953,0.017054,1160093,110615,0.160865,0.010771,1516783,102350,0.266912,0.016697,1373412,84005,0.141929,0.018937,400562,51386,0.196059,0.017863,1109366,103032,0.139758,0.016453,135402,16160,0.194983,0.014154,343697,24251,0.094362,0.013464,247495,35319,0.171972,0.015096,217332,18970
7/1/13 0:00,tabletUser,Uses a Tablet or e-Book Reader,isPerson,0.216236,0.00236,64701095,704397,0.219088,0.004744,10816748,233987,0.209705,0.00485,9006748,208740,0.286036,0.004272,23219343,346793,0.203773,0.003299,16769726,271510,0.112582,0.00321,4888529,139400,0.258355,0.003227,37728545,500514,0.176827,0.007453,2197585,107979,0.152745,0.002679,13958216,250822,0.104663,0.003412,7119098,265233,0.15393,0.004044,11455650,331582,0.226331,0.005866,12851268,380058,0.279357,0.007209,10058758,294770,0.362822,0.005579,23216321,465909,0.110511,0.003617,4346420,141040,0.123632,0.003025,8985412,229724,0.236405,0.00394,16214225,302883,0.351464,0.004142,24338289,343516,20%,0.002613,29328550,380749,23%,0.002691,35372545,411965,0.236763,0.002811,44702004,532496,0.166604,0.00589,5984146,212342,0.162904,0.00558,8214378,281372,0.26354,0.01181,4109065,181688,0.14853,0.020284,343957,55126,0.218731,0.015493,1347544,104581,0.22935,0.002667,50868459,599760,0.107519,0.003666,3015888,114633,0.167269,0.005525,7531553,368750,0.225552,0.002547,56853817,762832,0.148681,0.02241,315725,71118,0.198357,0.002761,34847269,492851,0.24166,0.004134,29853826,538782,0.184916,0.031698,844931,146556,0.248955,0.021075,170244,14286,0.187129,0.017362,1174434,109129,0.152403,0.021337,425185,59937,0.220873,0.007475,8036941,269787,0.281403,0.016981,1393766,85424,0.264006,0.014938,902678,51245,0.189192,0.016661,166559,14487,0.310051,0.018806,189662,11416,0.184998,0.009221,3428792,171434,0.215112,0.015355,2023724,144513,0.217689,0.016676,280398,21681,0.229853,0.019495,343698,30076,0.222368,0.012842,2706004,156338,0.258044,0.021176,1603953,132544,0.270287,0.017262,791550,50022,0.234138,0.017792,629697,48712,0.173464,0.018521,717744,77617,0.154817,0.017685,675211,76756,0.190079,0.013457,242099,17222,0.259535,0.01614,1458326,91529,0.244488,0.018403,1576123,118275,0.197021,0.011723,1857686,111526,0.272078,0.017136,1399998,88199,0.175689,0.024802,495841,70145,0.244225,0.021831,1381901,126661,0.161677,0.018081,156638,17291,0.229082,0.016305,403804,28459,0.138859,0.014401,364203,38087,0.243927,0.015648,308267,19737
7/1/13 0:00,internetUser,Uses the Internet (Any Location),isPerson,0.714226,0.002428,213707744,725465,0.56473,0.005893,27881660,292850,0.840797,0.004604,36111868,197468,0.827535,0.003125,67176258,253640,0.731922,0.003323,60234418,273434,0.513646,0.004733,22303541,205510,0.821335,0.002479,119942510,552841,0.802826,0.008442,9977428,246733,0.61178,0.003688,55906146,425938,0.543347,0.00593,36957858,668161,0.661537,0.004751,49232238,691494,0.765933,0.004697,43490342,577039,0.817312,0.005172,29428829,479629,0.853259,0.00385,54598477,740163,0.535536,0.006195,21062722,286415,0.635206,0.00431,46166136,493077,0.83063,0.003471,56970120,508783,0.889944,0.002472,61627107,496584,71%,0.002867,103462243,412043,72%,0.002862,110245501,441509,0.75376,0.002504,142313444,487016,0.640229,0.007371,22995928,273162,0.610239,0.006732,30771042,340805,0.752869,0.008991,11738590,155839,0.614779,0.024395,1423667,155010,0.724764,0.013067,4465073,168755,0.774027,0.002541,171674754,618552,0.504506,0.00621,14151330,259909,0.654033,0.006041,29448959,1052566,0.725267,0.00268,182814972,1345098,0.679921,0.03338,1443813,286128,0.704809,0.002827,123820571,708459,0.727618,0.003726,89887173,703848,0.629058,0.026784,2874330,128755,0.769159,0.017677,525979,11892,0.641393,0.022178,4025435,137272,0.625731,0.022442,1745708,65771,0.704247,0.008476,25625553,315753,0.821523,0.011565,4068934,62088,0.7808,0.011998,2669685,42573,0.653687,0.016982,575487,14627,0.737102,0.017445,450895,10329,0.690963,0.010951,12806463,200207,0.713814,0.015333,6715389,147367,0.668844,0.021055,861517,27423,0.771059,0.017455,1152958,28055,0.733335,0.011464,8923963,134710,0.730978,0.015732,4543622,96013,0.761317,0.017916,2229560,51354,0.753788,0.018438,2027257,53337,0.675271,0.023568,2794080,103054,0.655004,0.016855,2856693,71025,0.794938,0.013341,1012494,17645,0.759094,0.011928,4265353,70266,0.77122,0.013936,4971763,92043,0.722427,0.013131,6811688,129585,0.81083,0.009384,4172179,50004,0.676435,0.021529,1909081,57611,0.730498,0.015467,4133387,99664,0.670897,0.021022,649990,20511,0.728122,0.012773,1283463,23380,0.659299,0.016685,1729219,44331,0.778721,0.013515,984120,17587
7/1/13 0:00,homeInternetUser,Uses the Internet at Home,isPerson,0.653444,0.00264,195520693,784782,0.520213,0.00604,25683796,298279,0.760338,0.004782,32656183,206552,0.760893,0.00358,61766504,290616,0.674818,0.003589,55534951,295401,0.457815,0.004916,19879259,213447,0.761195,0.002811,111160039,563726,0.704462,0.008795,8754966,220442,0.546295,0.003925,49921891,405194,0.433374,0.006161,29477654,587852,0.586496,0.005035,43647650,625633,0.720648,0.005177,40919044,558006,0.787082,0.005477,28340342,471382,0.830404,0.004228,53136002,732158,0.455564,0.005572,17917431,243658,0.558431,0.00444,40586161,470525,0.765674,0.003847,52515001,506020,0.849382,0.003192,58818303,512502,65%,0.003152,94984897,453417,66%,0.002941,100535796,451646,0.706189,0.00288,133331722,557801,0.536326,0.008303,19263895,296875,0.523732,0.007176,26408958,362312,0.722621,0.009507,11266969,161864,0.497438,0.024907,1151937,122761,0.665053,0.015317,4097211,162827,0.711312,0.002775,157764874,652371,0.430377,0.005995,12072022,232082,0.584894,0.006351,26335843,943535,0.666069,0.002943,167893108,1292417,0.608308,0.03972,1291742,266463,0.641868,0.00304,112763025,703091,0.669906,0.004205,82757667,718621,0.540205,0.03047,2468337,143743,0.703596,0.025894,481144,17312,0.576151,0.023163,3615969,144543,0.573142,0.023137,1598992,66886,0.652974,0.009163,23759901,335793,0.754837,0.012778,3738642,64907,0.729464,0.013542,2494158,46907,0.608036,0.017916,535296,15356,0.667107,0.018583,408078,11072,0.626092,0.011866,11604127,217745,0.619526,0.016287,5828355,153510,0.628699,0.020959,809807,27438,0.721768,0.021494,1079254,33295,0.676163,0.013385,8228239,158162,0.667228,0.017962,4147362,114131,0.708215,0.016023,2074045,47261,0.702515,0.024027,1889362,68299,0.630653,0.023089,2609463,100329,0.582952,0.020352,2542452,83775,0.744221,0.013973,947897,18305,0.711326,0.013523,3996948,77995,0.72837,0.016493,4695527,107334,0.6491,0.017707,6120291,176413,0.766281,0.011848,3942952,62963,0.615519,0.024144,1737160,69669,0.665239,0.015968,3764135,101137,0.604296,0.024293,585464,23695,0.677822,0.015756,1194799,27261,0.584236,0.0193,1532344,51715,0.74017,0.015078,935401,19609
7/1/13 0:00,schoolInternetUser,Uses the Internet at School,isPerson,0.173561,0.001759,51932091,526340,0.398034,0.005898,19651621,292043,0.467607,0.006434,20083508,275347,0.093369,0.00254,7579314,206171,0.049018,0.001633,4033975,134422,0.013442,0.00109,583673,47340,0.11515,0.001985,16815819,302872,0.185298,0.008208,2302866,115443,0.144029,0.002489,13161784,237238,0.138031,0.003763,9388749,300710,0.147146,0.003362,10950788,301014,0.180478,0.004609,10247677,314175,0.193357,0.004956,6962174,224601,0.224771,0.004056,14382702,328328,0.232293,0.004791,9136127,169193,0.061003,0.002088,4433608,150322,0.158598,0.003202,10877686,234536,0.113115,0.002794,7833049,210249,17%,0.002276,24984547,330831,18%,0.0021,26947543,322671,0.162229,0.001955,30629665,371571,0.187812,0.00553,6745886,198967,0.186442,0.004581,9401253,231191,0.196436,0.006997,3062796,110195,0.180086,0.023477,417032,77095,0.271958,0.013089,1675458,101401,0.140478,0.001772,31157251,395573,0.040044,0.002407,1123218,70133,0.153109,0.004515,6894013,297469,0.177331,0.001934,44698938,602943,0.159708,0.017182,339140,66549,0.092064,0.001839,16173841,332167,0.289456,0.003423,35758249,435586,0.144004,0.016417,657991,75814,0.188448,0.0176,128868,12251,0.118035,0.010768,740799,68514,0.154152,0.015269,430064,43726,0.184348,0.005457,6707912,199327,0.215098,0.009066,1065361,45524,0.167823,0.010899,573814,37983,0.141215,0.013794,124321,12145,0.127472,0.011481,77976,7028,0.151083,0.009016,2800200,168171,0.176326,0.012533,1658829,120358,0.154363,0.01269,198830,16522,0.198317,0.017973,296542,27364,0.186525,0.010021,2269826,125426,0.186276,0.012221,1157856,76466,0.201087,0.014392,588895,42166,0.219949,0.014663,591537,41425,0.177322,0.016268,733710,69651,0.156775,0.016256,683750,70693,0.178295,0.012108,227090,15700,0.197151,0.009974,1107794,57507,0.167643,0.011876,1080731,77194,0.1903,0.008652,1794320,83155,0.217598,0.013922,1119667,71661,0.202012,0.022888,570133,63433,0.167641,0.012354,948563,74179,0.134014,0.012279,129838,11923,0.178775,0.011226,315128,20364,0.130979,0.01105,343533,29228,0.17538,0.011463,221640,14565
